timestamp,paymentId,rail,status,rawCode,canonicalCode,origin,responseShape,mapped,durationMs
2025-04-09T11:23:39.000Z,MER-PAY-202500517-002670,SCT_INST,SUCCESS,,,,SUCCESS,,2103
2025-05-06T19:32:05.000Z,MER-PAY-202500327-008991,SCT_INST,FAILED,CUST.SANCTIONED,CUSTOMER_SANCTIONED,CORE,STRUCTURED,YES,1621
2025-04-29T03:31:45.000Z,MER-PAY-202500523-009163,SCT,FAILED,AC.PEND.REVIEW,,UNKNOWN,RAW,NO,1469
2025-04-27T06:00:45.000Z,MER-PAY-202500505-007946,SCT_INST,FAILED,AML.HOLD,AML_HOLD,CORE,STRUCTURED,YES,1851
2025-03-29T01:27:18.000Z,MER-PAY-202500417-004740,SCT,FAILED,FF01,INVALID_FILE_FORMAT,RAIL,STRUCTURED,YES,2512
2025-05-15T10:08:14.000Z,MER-PAY-202500405-004704,SCT,FAILED,DT01,INVALID_DATE,RAIL,STRUCTURED,YES,2040
2025-05-05T13:58:19.000Z,MER-PAY-202500412-001177,SCT,SUCCESS,,,,SUCCESS,,3072
2025-03-23T21:23:48.000Z,MER-PAY-202500405-007921,SCT,FAILED,OFAC.HOLD,OFAC_HOLD,CORE,STRUCTURED,YES,1307
2025-05-15T19:04:20.000Z,MER-PAY-202500310-006332,SCT,FAILED,FF01,INVALID_FILE_FORMAT,RAIL,STRUCTURED,YES,1823
2025-05-05T06:34:25.000Z,MER-PAY-202500317-000048,SWIFT,SUCCESS,,,,SUCCESS,,6629
2025-04-15T14:21:47.000Z,MER-PAY-202500522-006619,SCT,FAILED,TIMEOUT,RAIL_TIMEOUT,CONNECTOR,STRUCTURED,YES,10186
2025-04-03T15:56:26.000Z,MER-PAY-202500305-003941,SCT_INST,SUCCESS,,,,SUCCESS,,6202
2025-05-24T03:23:38.000Z,MER-PAY-202500511-002144,SWIFT,SUCCESS,,,,SUCCESS,,7076
2025-05-07T22:01:30.000Z,MER-PAY-202500505-007049,SWIFT,FAILED,INTERNAL_ERROR,CONNECTOR_INTERNAL_ERROR,CONNECTOR,STRUCTURED,YES,430
2025-05-11T21:46:53.000Z,MER-PAY-202500502-007085,SCT,FAILED,TIMEOUT,RAIL_TIMEOUT,CONNECTOR,STRUCTURED,YES,10496
2025-05-27T04:27:10.000Z,MER-PAY-202500417-005436,SCT_INST,FAILED,BE04,MISSING_CREDITOR_ADDRESS,RAIL,STRUCTURED,YES,2242
2025-05-22T05:15:40.000Z,MER-PAY-202500413-004992,SCT,FAILED,AC01,INCORRECT_ACCOUNT_NUMBER,RAIL,STRUCTURED,YES,3786
2025-04-14T08:40:35.000Z,MER-PAY-202500519-002448,SCT_INST,SUCCESS,,,,SUCCESS,,2031
2025-04-18T19:14:44.000Z,MER-PAY-202500403-008219,SCT,FAILED,OFAC.HOLD,OFAC_HOLD,CORE,STRUCTURED,YES,395
2025-04-29T00:35:47.000Z,MER-PAY-202500403-003732,SCT_INST,SUCCESS,,,,SUCCESS,,2429
2025-03-14T12:33:35.000Z,MER-PAY-202500303-006472,SCT_INST,FAILED,AG01,TRANSACTION_FORBIDDEN,RAIL,STRUCTURED,YES,2340
2025-03-20T14:55:45.000Z,MER-PAY-202500411-007534,SCT_INST,FAILED,OFAC.HOLD,OFAC_HOLD,CORE,STRUCTURED,YES,1830
2025-04-03T11:43:26.000Z,MER-PAY-202500317-009176,SCT,FAILED,AC.PEND.REVIEW,,UNKNOWN,RAW,NO,891
2025-04-25T23:47:28.000Z,MER-PAY-202500423-005898,SCT,FAILED,AG01,TRANSACTION_FORBIDDEN,RAIL,STRUCTURED,YES,2131
2025-03-06T01:03:33.000Z,MER-PAY-202500324-005199,SCT,FAILED,AC01,INCORRECT_ACCOUNT_NUMBER,RAIL,STRUCTURED,YES,2552
2025-05-06T18:31:33.000Z,MER-PAY-202500401-005888,SCT,FAILED,BE04,MISSING_CREDITOR_ADDRESS,RAIL,STRUCTURED,YES,1826
2025-04-27T23:20:24.000Z,MER-PAY-202500404-008079,SCT_INST,FAILED,BAL.LIMIT.EXCEEDED,DAILY_LIMIT_EXCEEDED,CORE,STRUCTURED,YES,655
2025-04-20T12:02:52.000Z,MER-PAY-202500325-002465,SCT_INST,SUCCESS,,,,SUCCESS,,3966
2025-03-10T07:37:03.000Z,MER-PAY-202500417-009071,SCT,FAILED,EB-PRIV-001,,UNKNOWN,RAW,NO,664
2025-05-06T16:35:49.000Z,MER-PAY-202500414-008161,SCT,FAILED,AML.HOLD,AML_HOLD,CORE,STRUCTURED,YES,498
2025-05-22T02:42:11.000Z,MER-PAY-202500309-006275,SCT_INST,FAILED,TM01,CUTOFF_TIME_EXCEEDED,RAIL,STRUCTURED,YES,735
2025-05-18T05:49:19.000Z,MER-PAY-202500403-004616,SCT,FAILED,MS03,REASON_NOT_SPECIFIED,RAIL,STRUCTURED,YES,1375
2025-03-07T09:14:15.000Z,MER-PAY-202500416-000429,SCT,SUCCESS,,,,SUCCESS,,3336
2025-04-24T23:13:34.000Z,MER-PAY-202500409-002582,SCT,SUCCESS,,,,SUCCESS,,6363
2025-05-27T17:26:52.000Z,MER-PAY-202500323-005519,SCT,FAILED,RR04,REGULATORY_REASON,RAIL,STRUCTURED,YES,674
2025-03-10T14:46:17.000Z,MER-PAY-202500521-007894,SCT,FAILED,AUTH.REQUIRED,ADDITIONAL_AUTH_REQUIRED,CORE,STRUCTURED,YES,1396
2025-04-22T16:11:39.000Z,MER-PAY-202500526-006253,SCT,FAILED,DT01,INVALID_DATE,RAIL,STRUCTURED,YES,3942
2025-03-17T21:52:58.000Z,MER-PAY-202500418-004078,SCT_INST,FAILED,DT01,INVALID_DATE,RAIL,STRUCTURED,YES,3037
2025-05-13T17:48:36.000Z,MER-PAY-202500317-003172,SCT,SUCCESS,,,,SUCCESS,,7202
2025-05-19T15:44:45.000Z,MER-PAY-202500305-009417,SCT,FAILED,AC.PEND.REVIEW,,UNKNOWN,RAW,NO,321
2025-04-29T08:21:06.000Z,MER-PAY-202500521-002620,SCT,SUCCESS,,,,SUCCESS,,5709
2025-03-23T05:36:27.000Z,MER-PAY-202500514-006319,SCT,FAILED,RR04,REGULATORY_REASON,RAIL,STRUCTURED,YES,826
2025-03-22T18:48:33.000Z,MER-PAY-202500415-005727,SCT,FAILED,AC01,INCORRECT_ACCOUNT_NUMBER,RAIL,STRUCTURED,YES,2956
2025-03-29T00:23:08.000Z,MER-PAY-202500320-007229,SCT_INST,FAILED,TIMEOUT,RAIL_TIMEOUT,CONNECTOR,STRUCTURED,YES,11114
2025-03-13T09:18:22.000Z,MER-PAY-202500328-006984,SCT_INST,FAILED,TIMEOUT,RAIL_TIMEOUT,CONNECTOR,STRUCTURED,YES,11567
2025-03-07T15:59:22.000Z,MER-PAY-202500415-009473,SCT,FAILED,AC.PEND.REVIEW,,UNKNOWN,RAW,NO,391
2025-03-19T04:33:29.000Z,MER-PAY-202500427-006965,SCT_INST,FAILED,CONNECTION_ERROR,RAIL_CONNECTION_FAILED,CONNECTOR,STRUCTURED,YES,194
2025-04-11T01:51:29.000Z,MER-PAY-202500423-004446,SCT,FAILED,AM04,INSUFFICIENT_FUNDS,RAIL,STRUCTURED,YES,3694
2025-04-13T11:58:08.000Z,MER-PAY-202500408-006708,SCT,FAILED,VALIDATION_ERROR,CONNECTOR_VALIDATION_FAILED,CONNECTOR,STRUCTURED,YES,318
2025-05-14T02:53:21.000Z,MER-PAY-202500305-002242,SWIFT,SUCCESS,,,,SUCCESS,,7887
2025-05-16T19:58:53.000Z,MER-PAY-202500318-001411,SCT,SUCCESS,,,,SUCCESS,,1341
2025-04-07T23:03:57.000Z,MER-PAY-202500501-006127,SCT_INST,FAILED,RR04,REGULATORY_REASON,RAIL,STRUCTURED,YES,3070
2025-03-18T17:56:23.000Z,MER-PAY-202500320-002704,SCT_INST,SUCCESS,,,,SUCCESS,,2685
2025-05-29T09:55:24.000Z,MER-PAY-202500522-003932,SCT,SUCCESS,,,,SUCCESS,,2383
2025-05-27T13:44:41.000Z,MER-PAY-202500413-005194,SCT,FAILED,FF01,INVALID_FILE_FORMAT,RAIL,STRUCTURED,YES,506
2025-04-05T18:01:07.000Z,MER-PAY-202500522-007755,SCT,FAILED,OFAC.HOLD,OFAC_HOLD,CORE,STRUCTURED,YES,525
2025-05-23T14:37:34.000Z,MER-PAY-202500323-000421,SWIFT,SUCCESS,,,,SUCCESS,,3024
2025-04-18T02:14:14.000Z,MER-PAY-202500309-006571,SCT,FAILED,TM01,CUTOFF_TIME_EXCEEDED,RAIL,STRUCTURED,YES,1068
2025-03-03T09:31:47.000Z,MER-PAY-202500518-005208,SCT_INST,FAILED,AC06,BLOCKED_ACCOUNT,RAIL,STRUCTURED,YES,970
2025-04-08T00:51:41.000Z,MER-PAY-202500526-008812,SCT,FAILED,BAL.INSUFFICIENT,INSUFFICIENT_FUNDS,CORE,STRUCTURED,YES,1892
2025-05-02T20:32:22.000Z,MER-PAY-202500421-003888,SWIFT,SUCCESS,,,,SUCCESS,,2627
2025-04-06T12:34:39.000Z,MER-PAY-202500328-003102,SCT,SUCCESS,,,,SUCCESS,,6945
2025-05-29T00:22:30.000Z,MER-PAY-202500412-008892,SCT,FAILED,CURR.MISMATCH,CURRENCY_MISMATCH,CORE,STRUCTURED,YES,799
2025-04-12T14:12:09.000Z,MER-PAY-202500504-009763,SWIFT,FAILED,RJCT,,UNKNOWN,GENERIC,NO,5500
2025-05-04T21:49:32.000Z,MER-PAY-202500313-009075,SCT,FAILED,EB-PRIV-001,,UNKNOWN,RAW,NO,422
2025-05-19T10:44:42.000Z,MER-PAY-202500406-000278,SCT,SUCCESS,,,,SUCCESS,,3846
2025-03-17T01:49:14.000Z,MER-PAY-202500328-007456,SCT,FAILED,TIMEOUT,RAIL_TIMEOUT,CONNECTOR,STRUCTURED,YES,11225
2025-03-20T07:54:58.000Z,MER-PAY-202500301-003755,SWIFT,SUCCESS,,,,SUCCESS,,3166
2025-05-17T04:47:03.000Z,MER-PAY-202500302-004343,SCT,FAILED,AC01,INCORRECT_ACCOUNT_NUMBER,RAIL,STRUCTURED,YES,2027
2025-05-28T00:56:47.000Z,MER-PAY-202500324-009116,SCT,FAILED,EB-PRIV-001,,UNKNOWN,RAW,NO,447
2025-05-10T21:36:28.000Z,MER-PAY-202500415-009431,SCT_INST,FAILED,EB-PRIV-002,,UNKNOWN,RAW,NO,1001
2025-05-01T20:33:06.000Z,MER-PAY-202500501-001167,SCT_INST,SUCCESS,,,,SUCCESS,,796
2025-05-06T13:39:34.000Z,MER-PAY-202500328-005995,SCT_INST,FAILED,AG01,TRANSACTION_FORBIDDEN,RAIL,STRUCTURED,YES,1810
2025-03-02T21:59:31.000Z,MER-PAY-202500505-005457,SCT,FAILED,AG01,TRANSACTION_FORBIDDEN,RAIL,STRUCTURED,YES,1810
2025-04-17T13:32:27.000Z,MER-PAY-202500325-008310,SCT,FAILED,CURR.MISMATCH,CURRENCY_MISMATCH,CORE,STRUCTURED,YES,1224
2025-05-23T12:59:17.000Z,MER-PAY-202500405-002673,SCT_INST,SUCCESS,,,,SUCCESS,,5929
2025-05-08T14:17:35.000Z,MER-PAY-202500322-000456,SCT,SUCCESS,,,,SUCCESS,,4701
2025-03-08T11:06:51.000Z,MER-PAY-202500405-009806,SWIFT,FAILED,RJCT,,UNKNOWN,GENERIC,NO,5677
2025-04-05T00:13:51.000Z,MER-PAY-202500308-005097,SCT,FAILED,FF01,INVALID_FILE_FORMAT,RAIL,STRUCTURED,YES,2802
2025-04-19T07:43:19.000Z,MER-PAY-202500521-001164,SCT,SUCCESS,,,,SUCCESS,,7833
2025-03-28T09:03:22.000Z,MER-PAY-202500328-008162,SCT,FAILED,OFAC.HOLD,OFAC_HOLD,CORE,STRUCTURED,YES,1937
2025-04-26T16:46:33.000Z,MER-PAY-202500317-004382,SCT_INST,FAILED,AC01,INCORRECT_ACCOUNT_NUMBER,RAIL,STRUCTURED,YES,2748
2025-03-11T08:58:59.000Z,MER-PAY-202500309-002743,SCT_INST,SUCCESS,,,,SUCCESS,,4578
2025-03-03T17:09:01.000Z,MER-PAY-202500406-004296,SCT,FAILED,AM04,INSUFFICIENT_FUNDS,RAIL,STRUCTURED,YES,1257
2025-05-27T23:17:54.000Z,MER-PAY-202500505-000345,SWIFT,SUCCESS,,,,SUCCESS,,282
2025-05-26T17:35:31.000Z,MER-PAY-202500524-000938,SWIFT,SUCCESS,,,,SUCCESS,,3163
2025-03-30T19:27:13.000Z,MER-PAY-202500323-005289,SCT,FAILED,AM04,INSUFFICIENT_FUNDS,RAIL,STRUCTURED,YES,3631
2025-04-02T03:14:25.000Z,MER-PAY-202500317-001907,SCT_INST,SUCCESS,,,,SUCCESS,,2731
2025-04-13T03:05:05.000Z,MER-PAY-202500506-001282,SCT_INST,SUCCESS,,,,SUCCESS,,5082
2025-04-12T07:39:54.000Z,MER-PAY-202500520-002665,SWIFT,SUCCESS,,,,SUCCESS,,1622
2025-05-09T18:35:27.000Z,MER-PAY-202500312-001763,SCT_INST,SUCCESS,,,,SUCCESS,,1558
2025-05-01T23:51:05.000Z,MER-PAY-202500422-009241,SCT_INST,FAILED,EB-PRIV-001,,UNKNOWN,RAW,NO,568
2025-05-09T00:09:51.000Z,MER-PAY-202500305-009891,SWIFT,FAILED,RJCT,,UNKNOWN,GENERIC,NO,3863
2025-03-30T05:36:16.000Z,MER-PAY-202500401-008266,SCT,FAILED,AML.HOLD,AML_HOLD,CORE,STRUCTURED,YES,908
2025-04-06T23:16:35.000Z,MER-PAY-202500411-007827,SCT,FAILED,AUTH.REQUIRED,ADDITIONAL_AUTH_REQUIRED,CORE,STRUCTURED,YES,916
2025-05-15T10:52:20.000Z,MER-PAY-202500413-007094,SCT,FAILED,INTERNAL_ERROR,CONNECTOR_INTERNAL_ERROR,CONNECTOR,STRUCTURED,YES,736
2025-05-22T00:34:46.000Z,MER-PAY-202500514-005738,SCT,FAILED,AC04,CLOSED_ACCOUNT,RAIL,STRUCTURED,YES,2670
2025-03-20T21:46:11.000Z,MER-PAY-202500301-002200,SWIFT,SUCCESS,,,,SUCCESS,,7461
2025-03-15T15:17:11.000Z,MER-PAY-202500401-002236,SWIFT,SUCCESS,,,,SUCCESS,,3208
2025-04-05T06:54:21.000Z,MER-PAY-202500504-001093,SWIFT,SUCCESS,,,,SUCCESS,,5141
2025-03-22T06:03:59.000Z,MER-PAY-202500318-003104,SCT_INST,SUCCESS,,,,SUCCESS,,2369
2025-04-11T23:13:23.000Z,MER-PAY-202500410-002439,SWIFT,SUCCESS,,,,SUCCESS,,1294
2025-03-10T03:39:32.000Z,MER-PAY-202500523-004202,SCT,FAILED,BE04,MISSING_CREDITOR_ADDRESS,RAIL,STRUCTURED,YES,3581
2025-04-26T07:36:11.000Z,MER-PAY-202500421-009980,SWIFT,FAILED,RJCT,,UNKNOWN,GENERIC,NO,4084
2025-05-13T15:57:13.000Z,MER-PAY-202500328-008966,SCT,FAILED,AML.HOLD,AML_HOLD,CORE,STRUCTURED,YES,569
2025-04-03T14:56:53.000Z,MER-PAY-202500323-005808,SCT,FAILED,DT01,INVALID_DATE,RAIL,STRUCTURED,YES,3486
2025-03-13T20:36:51.000Z,MER-PAY-202500303-000653,SCT_INST,SUCCESS,,,,SUCCESS,,6476
2025-04-27T06:43:19.000Z,MER-PAY-202500513-009466,SCT_INST,FAILED,EB-PRIV-001,,UNKNOWN,RAW,NO,364
2025-05-21T16:03:50.000Z,MER-PAY-202500512-004646,SCT_INST,FAILED,TM01,CUTOFF_TIME_EXCEEDED,RAIL,STRUCTURED,YES,3168
2025-05-13T10:39:31.000Z,MER-PAY-202500425-005066,SCT,FAILED,TM01,CUTOFF_TIME_EXCEEDED,RAIL,STRUCTURED,YES,2259
2025-04-10T22:38:41.000Z,MER-PAY-202500318-009070,SCT,FAILED,AC.PEND.REVIEW,,UNKNOWN,RAW,NO,812
2025-03-07T23:22:39.000Z,MER-PAY-202500318-006410,SCT,FAILED,AM04,INSUFFICIENT_FUNDS,RAIL,STRUCTURED,YES,2452
2025-03-23T12:44:02.000Z,MER-PAY-202500403-001856,SCT,SUCCESS,,,,SUCCESS,,6432
2025-04-21T12:01:34.000Z,MER-PAY-202500408-004842,SCT_INST,FAILED,DT01,INVALID_DATE,RAIL,STRUCTURED,YES,778
2025-03-16T10:36:52.000Z,MER-PAY-202500503-009614,SCT_INST,FAILED,AC.PEND.REVIEW,,UNKNOWN,RAW,NO,955
2025-03-07T06:07:08.000Z,MER-PAY-202500308-004097,SCT_INST,FAILED,FF01,INVALID_FILE_FORMAT,RAIL,STRUCTURED,YES,1242
2025-04-17T18:22:07.000Z,MER-PAY-202500421-001711,SCT,SUCCESS,,,,SUCCESS,,942
2025-05-04T16:37:29.000Z,MER-PAY-202500509-000204,SCT,SUCCESS,,,,SUCCESS,,1654
2025-05-06T13:47:10.000Z,MER-PAY-202500418-003316,SCT,SUCCESS,,,,SUCCESS,,6365
2025-05-27T18:07:33.000Z,MER-PAY-202500316-000635,SCT_INST,SUCCESS,,,,SUCCESS,,7805
2025-04-06T03:55:17.000Z,MER-PAY-202500318-004744,SCT_INST,FAILED,AC04,CLOSED_ACCOUNT,RAIL,STRUCTURED,YES,1467
2025-03-31T19:05:57.000Z,MER-PAY-202500322-001268,SCT_INST,SUCCESS,,,,SUCCESS,,5768
2025-03-22T18:35:25.000Z,MER-PAY-202500509-005099,SCT,FAILED,DT01,INVALID_DATE,RAIL,STRUCTURED,YES,2348
2025-04-08T03:04:22.000Z,MER-PAY-202500503-003979,SWIFT,SUCCESS,,,,SUCCESS,,6519
2025-05-11T02:08:29.000Z,MER-PAY-202500316-009469,SCT,FAILED,EB-PRIV-002,,UNKNOWN,RAW,NO,474
2025-03-05T21:50:49.000Z,MER-PAY-202500412-009148,SCT,FAILED,AC.PEND.REVIEW,,UNKNOWN,RAW,NO,1076
2025-05-05T03:07:44.000Z,MER-PAY-202500324-005784,SCT,FAILED,DT01,INVALID_DATE,RAIL,STRUCTURED,YES,3769
2025-05-02T19:38:19.000Z,MER-PAY-202500409-003809,SWIFT,SUCCESS,,,,SUCCESS,,7840
2025-05-26T02:59:13.000Z,MER-PAY-202500513-001940,SCT,SUCCESS,,,,SUCCESS,,6547
2025-05-11T19:06:55.000Z,MER-PAY-202500420-005914,SCT,FAILED,TM01,CUTOFF_TIME_EXCEEDED,RAIL,STRUCTURED,YES,3335
2025-03-14T16:11:26.000Z,MER-PAY-202500401-003490,SCT_INST,SUCCESS,,,,SUCCESS,,6147
2025-04-13T08:37:18.000Z,MER-PAY-202500512-001200,SWIFT,SUCCESS,,,,SUCCESS,,227
2025-03-04T22:49:32.000Z,MER-PAY-202500405-003198,SCT,SUCCESS,,,,SUCCESS,,982
2025-03-03T14:50:46.000Z,MER-PAY-202500521-003702,SCT,SUCCESS,,,,SUCCESS,,2400
2025-04-15T21:01:56.000Z,MER-PAY-202500314-004031,SCT,FAILED,AC06,BLOCKED_ACCOUNT,RAIL,STRUCTURED,YES,1687
2025-05-26T13:21:00.000Z,MER-PAY-202500427-008616,SCT_INST,FAILED,BAL.INSUFFICIENT,INSUFFICIENT_FUNDS,CORE,STRUCTURED,YES,477
2025-05-18T19:28:23.000Z,MER-PAY-202500505-005003,SCT,FAILED,FF01,INVALID_FILE_FORMAT,RAIL,STRUCTURED,YES,3808
2025-03-08T01:38:23.000Z,MER-PAY-202500523-002198,SCT,SUCCESS,,,,SUCCESS,,4014
2025-04-11T14:40:27.000Z,MER-PAY-202500421-001096,SCT,SUCCESS,,,,SUCCESS,,6235
2025-05-28T20:16:44.000Z,MER-PAY-202500520-001502,SCT,SUCCESS,,,,SUCCESS,,5501
2025-05-22T08:52:10.000Z,MER-PAY-202500404-006872,SCT_INST,FAILED,CONNECTION_ERROR,RAIL_CONNECTION_FAILED,CONNECTOR,STRUCTURED,YES,164
2025-04-09T00:48:58.000Z,MER-PAY-202500405-001059,SCT_INST,SUCCESS,,,,SUCCESS,,6658
2025-03-05T12:51:47.000Z,MER-PAY-202500420-003661,SWIFT,SUCCESS,,,,SUCCESS,,1996
2025-05-10T14:32:04.000Z,MER-PAY-202500424-000148,SCT,SUCCESS,,,,SUCCESS,,1212
2025-03-22T23:45:16.000Z,MER-PAY-202500305-005981,SCT,FAILED,AG01,TRANSACTION_FORBIDDEN,RAIL,STRUCTURED,YES,2080
2025-04-05T03:28:43.000Z,MER-PAY-202500324-000909,SCT,SUCCESS,,,,SUCCESS,,1178
2025-05-10T06:56:58.000Z,MER-PAY-202500413-002778,SCT_INST,SUCCESS,,,,SUCCESS,,4873
2025-03-06T06:19:10.000Z,MER-PAY-202500502-009535,SCT,FAILED,EB-PRIV-002,,UNKNOWN,RAW,NO,1155
2025-03-30T02:27:57.000Z,MER-PAY-202500515-005858,SCT,FAILED,BE04,MISSING_CREDITOR_ADDRESS,RAIL,STRUCTURED,YES,2525
2025-05-09T17:27:15.000Z,MER-PAY-202500418-001329,SCT_INST,SUCCESS,,,,SUCCESS,,7113
2025-04-14T20:06:12.000Z,MER-PAY-202500322-009694,SCT_INST,FAILED,AC.PEND.REVIEW,,UNKNOWN,RAW,NO,654
2025-03-01T22:07:50.000Z,MER-PAY-202500405-002304,SCT_INST,SUCCESS,,,,SUCCESS,,7326
2025-03-06T09:51:58.000Z,MER-PAY-202500306-002927,SCT,SUCCESS,,,,SUCCESS,,1087
2025-05-02T06:05:15.000Z,MER-PAY-202500526-009929,SWIFT,FAILED,RJCT,,UNKNOWN,GENERIC,NO,5743
2025-05-15T05:12:07.000Z,MER-PAY-202500427-002440,SCT,SUCCESS,,,,SUCCESS,,5727
2025-05-22T14:21:52.000Z,MER-PAY-202500405-002175,SCT,SUCCESS,,,,SUCCESS,,6106
2025-05-25T14:28:45.000Z,MER-PAY-202500412-005459,SCT_INST,FAILED,AM04,INSUFFICIENT_FUNDS,RAIL,STRUCTURED,YES,2780
2025-04-23T17:13:06.000Z,MER-PAY-202500509-008520,SCT,FAILED,CURR.MISMATCH,CURRENCY_MISMATCH,CORE,STRUCTURED,YES,781
2025-05-22T21:41:29.000Z,MER-PAY-202500504-008458,SCT,FAILED,CUST.SANCTIONED,CUSTOMER_SANCTIONED,CORE,STRUCTURED,YES,633
2025-04-09T06:10:13.000Z,MER-PAY-202500428-001252,SCT,SUCCESS,,,,SUCCESS,,3813
2025-04-03T07:02:16.000Z,MER-PAY-202500508-005283,SCT,FAILED,AC01,INCORRECT_ACCOUNT_NUMBER,RAIL,STRUCTURED,YES,507
2025-04-25T19:46:28.000Z,MER-PAY-202500311-004665,SCT,FAILED,AM04,INSUFFICIENT_FUNDS,RAIL,STRUCTURED,YES,2818
2025-04-15T14:49:40.000Z,MER-PAY-202500517-003245,SCT_INST,SUCCESS,,,,SUCCESS,,1186
2025-04-05T19:21:39.000Z,MER-PAY-202500426-002428,SCT_INST,SUCCESS,,,,SUCCESS,,6500
2025-03-12T18:46:52.000Z,MER-PAY-202500410-009650,SCT,FAILED,EB-PRIV-002,,UNKNOWN,RAW,NO,1017
2025-05-06T08:37:06.000Z,MER-PAY-202500326-008235,SCT,FAILED,AC.CLOSED,ACCOUNT_CLOSED,CORE,STRUCTURED,YES,527
2025-04-15T01:34:15.000Z,MER-PAY-202500423-000334,SCT_INST,SUCCESS,,,,SUCCESS,,3309
2025-05-23T11:18:45.000Z,MER-PAY-202500503-008528,SCT_INST,FAILED,BAL.INSUFFICIENT,INSUFFICIENT_FUNDS,CORE,STRUCTURED,YES,1460
2025-04-17T14:14:59.000Z,MER-PAY-202500403-008998,SCT_INST,FAILED,CURR.MISMATCH,CURRENCY_MISMATCH,CORE,STRUCTURED,YES,1364
2025-04-11T10:15:18.000Z,MER-PAY-202500508-008082,SCT,FAILED,AC.CLOSED,ACCOUNT_CLOSED,CORE,STRUCTURED,YES,1358
2025-05-10T03:11:53.000Z,MER-PAY-202500308-006613,SCT_INST,FAILED,VALIDATION_ERROR,CONNECTOR_VALIDATION_FAILED,CONNECTOR,STRUCTURED,YES,632
2025-05-28T17:13:57.000Z,MER-PAY-202500408-000915,SCT,SUCCESS,,,,SUCCESS,,3435
2025-05-22T06:39:48.000Z,MER-PAY-202500528-006928,SCT,FAILED,CONNECTION_ERROR,RAIL_CONNECTION_FAILED,CONNECTOR,STRUCTURED,YES,532
2025-03-09T04:29:21.000Z,MER-PAY-202500401-002640,SCT_INST,SUCCESS,,,,SUCCESS,,4305
2025-04-15T09:49:11.000Z,MER-PAY-202500409-002617,SCT_INST,SUCCESS,,,,SUCCESS,,395
2025-05-23T00:50:45.000Z,MER-PAY-202500512-006049,SCT,FAILED,AG01,TRANSACTION_FORBIDDEN,RAIL,STRUCTURED,YES,1810
2025-04-18T03:53:40.000Z,MER-PAY-202500503-006394,SCT_INST,FAILED,MS03,REASON_NOT_SPECIFIED,RAIL,STRUCTURED,YES,1253
2025-05-10T21:05:41.000Z,MER-PAY-202500402-002132,SCT_INST,SUCCESS,,,,SUCCESS,,6792
2025-05-29T12:36:32.000Z,MER-PAY-202500511-008307,SCT,FAILED,OFAC.HOLD,OFAC_HOLD,CORE,STRUCTURED,YES,566
2025-05-27T11:05:18.000Z,MER-PAY-202500407-000725,SCT_INST,SUCCESS,,,,SUCCESS,,1608
2025-04-20T21:20:20.000Z,MER-PAY-202500426-002557,SCT,SUCCESS,,,,SUCCESS,,7307
2025-04-18T09:35:06.000Z,MER-PAY-202500427-000387,SCT_INST,SUCCESS,,,,SUCCESS,,6657
2025-04-26T16:06:59.000Z,MER-PAY-202500402-004648,SCT_INST,FAILED,AM04,INSUFFICIENT_FUNDS,RAIL,STRUCTURED,YES,3612
2025-03-31T10:32:10.000Z,MER-PAY-202500325-004371,SCT,FAILED,BE04,MISSING_CREDITOR_ADDRESS,RAIL,STRUCTURED,YES,3921
2025-03-03T16:11:34.000Z,MER-PAY-202500412-000838,SCT,SUCCESS,,,,SUCCESS,,2109
2025-05-04T15:23:54.000Z,MER-PAY-202500414-002338,SCT,SUCCESS,,,,SUCCESS,,2670
2025-04-25T08:16:53.000Z,MER-PAY-202500324-009482,SCT,FAILED,AC.PEND.REVIEW,,UNKNOWN,RAW,NO,1207
2025-03-24T23:28:21.000Z,MER-PAY-202500514-001480,SWIFT,SUCCESS,,,,SUCCESS,,1031
2025-03-28T23:58:48.000Z,MER-PAY-202500326-008483,SCT,FAILED,AC.CLOSED,ACCOUNT_CLOSED,CORE,STRUCTURED,YES,315
2025-04-23T18:02:39.000Z,MER-PAY-202500525-005807,SCT,FAILED,BE04,MISSING_CREDITOR_ADDRESS,RAIL,STRUCTURED,YES,2150
2025-03-27T10:56:32.000Z,MER-PAY-202500315-002401,SCT,SUCCESS,,,,SUCCESS,,3718
2025-04-26T20:16:43.000Z,MER-PAY-202500326-005308,SCT,FAILED,AC01,INCORRECT_ACCOUNT_NUMBER,RAIL,STRUCTURED,YES,950
2025-04-22T02:10:24.000Z,MER-PAY-202500508-004027,SCT,FAILED,TM01,CUTOFF_TIME_EXCEEDED,RAIL,STRUCTURED,YES,610
2025-05-20T21:24:38.000Z,MER-PAY-202500413-009795,SWIFT,FAILED,RJCT,,UNKNOWN,GENERIC,NO,1421
2025-04-29T11:49:15.000Z,MER-PAY-202500522-007386,SCT,FAILED,TIMEOUT,RAIL_TIMEOUT,CONNECTOR,STRUCTURED,YES,10689
2025-05-24T06:17:44.000Z,MER-PAY-202500322-005603,SCT_INST,FAILED,AG01,TRANSACTION_FORBIDDEN,RAIL,STRUCTURED,YES,3904
2025-04-06T16:18:36.000Z,MER-PAY-202500426-000713,SCT_INST,SUCCESS,,,,SUCCESS,,7361
2025-04-04T17:57:55.000Z,MER-PAY-202500511-002502,SCT,SUCCESS,,,,SUCCESS,,4898
